Local authority,Library name,Month,Type,Loans
Barnet,North Finchley,2020-08,Adult fiction,90
Barnet,North Finchley,2020-08,Adult non fiction,53
Barnet,North Finchley,2020-08,Children's fiction,95
Barnet,North Finchley,2020-08,Children's non fiction,1
Barnet,North Finchley,2020-08,Compact disc,8
Barnet,North Finchley,2020-08,DVD certificate PG,2
Barnet,North Finchley,2020-08,DVD certificate U,1
Barnet,North Finchley,2020-08,Teenage fiction,11
Barnet,North Finchley,2020-08,Teenage non fiction,2
Barnet,Online,2020-08,eaudio,3698
Barnet,Online,2020-08,ebooks,7240
Barnet,Online,2020-08,ecomics,54
Barnet,Online,2020-08,emagazines and enewspapers,28800
Barnet,Osidge,2020-08,Adult fiction,4
Barnet,Osidge,2020-08,Adult non fiction,8
Barnet,Osidge,2020-08,Children's fiction,8
Barnet,Osidge,2020-08,Teenage fiction,1
Barnet,Schools Library Resources Service,2020-08,SLS Artefact,104
Barnet,Schools Library Resources Service,2020-08,SLS DVD,4
Barnet,Schools Library Resources Service,2020-08,SLS Fiction,2324
Barnet,Schools Library Resources Service,2020-08,SLS Map,1
Barnet,Schools Library Resources Service,2020-08,SLS Non Fiction,4620
Barnet,Schools Library Resources Service,2020-08,SLS Picture,210
Barnet,Schools Library Resources Service,2020-08,SLS Poster,28
Barnet,Schools Library Resources Service,2020-08,SLS Resource Pack,4
Barnet,South Friern,2020-08,Adult audiobook,3
Barnet,South Friern,2020-08,Adult fiction,57
Barnet,South Friern,2020-08,Adult non fiction,25
Barnet,South Friern,2020-08,Children's fiction,69
Barnet,South Friern,2020-08,Children's non fiction,5
Barnet,South Friern,2020-08,DVD certificate 12,2
Barnet,South Friern,2020-08,DVD certificate 15,3
Barnet,South Friern,2020-08,DVD certificate 18+,5
Barnet,South Friern,2020-08,DVD certificate PG,1
Barnet,South Friern,2020-08,DVD certificate U,3
Barnet,South Friern,2020-08,Large print adult fiction,6
Barnet,Barnet Book Club,2020-09,Adult non fiction,1
Barnet,Barnet Book Club,2020-09,Barnet Book Club,10
Barnet,Barnet Book Club,2020-09,Children's fiction,1
Barnet,Burnt Oak,2020-09,Adult fiction,10
Barnet,Burnt Oak,2020-09,Adult non fiction,9
Barnet,Burnt Oak,2020-09,Children's fiction,23
Barnet,Burnt Oak,2020-09,Children's non fiction,1
Barnet,Burnt Oak,2020-09,Large print adult fiction,5
Barnet,Burnt Oak,2020-09,Teenage fiction,4
Barnet,Childs Hill,2020-09,Adult audiobook,2
Barnet,Childs Hill,2020-09,Adult fiction,130
Barnet,Childs Hill,2020-09,Adult non fiction,36
Barnet,Childs Hill,2020-09,Children's fiction,173
Barnet,Childs Hill,2020-09,Children's non fiction,6
Barnet,Childs Hill,2020-09,DVD certificate U,2
Barnet,Childs Hill,2020-09,Language learning,2
Barnet,Childs Hill,2020-09,Teenage fiction,15
Barnet,Childs Hill,2020-09,Teenage non fiction,2
Barnet,Chipping Barnet,2020-09,Adult audiobook,21
Barnet,Chipping Barnet,2020-09,Adult fiction,1041
Barnet,Chipping Barnet,2020-09,Adult non fiction,562
Barnet,Chipping Barnet,2020-09,Barnet Book Club,39
Barnet,Chipping Barnet,2020-09,Children's fiction,1526
Barnet,Chipping Barnet,2020-09,Children's non fiction,135
Barnet,Chipping Barnet,2020-09,Compact disc,11
Barnet,Chipping Barnet,2020-09,DVD certificate 12,16
Barnet,Chipping Barnet,2020-09,DVD certificate 15,18
Barnet,Chipping Barnet,2020-09,DVD certificate 18+,9
Barnet,Chipping Barnet,2020-09,DVD certificate PG,5
Barnet,Chipping Barnet,2020-09,DVD certificate U,36
Barnet,Chipping Barnet,2020-09,Large print adult fiction,79
Barnet,Chipping Barnet,2020-09,Large print adult non fiction,18
Barnet,Chipping Barnet,2020-09,Teenage fiction,114
Barnet,Chipping Barnet,2020-09,Teenage non fiction,11
Barnet,Colindale,2020-09,Adult audiobook,4
Barnet,Colindale,2020-09,Adult fiction,344
Barnet,Colindale,2020-09,Adult non fiction,244
Barnet,Colindale,2020-09,Children's fiction,453
Barnet,Colindale,2020-09,Children's non fiction,88
Barnet,Colindale,2020-09,Compact disc,2
Barnet,Colindale,2020-09,DVD certificate 12,10
Barnet,Colindale,2020-09,DVD certificate 15,2
Barnet,Colindale,2020-09,DVD certificate 18+,2
Barnet,Colindale,2020-09,DVD certificate U,4
Barnet,Colindale,2020-09,Language learning,2
Barnet,Colindale,2020-09,Large print adult non fiction,11
Barnet,Colindale,2020-09,Teenage fiction,71
Barnet,Colindale,2020-09,Teenage non fiction,42
Barnet,East Finchley,2020-09,Adult fiction,10
Barnet,East Finchley,2020-09,Adult non fiction,27
Barnet,East Finchley,2020-09,Children's fiction,27
Barnet,East Finchley,2020-09,Children's non fiction,6
Barnet,East Finchley,2020-09,Large print adult fiction,4
Barnet,East Finchley,2020-09,Teenage fiction,5
Barnet,Edgware,2020-09,Adult audiobook,2
Barnet,Edgware,2020-09,Adult fiction,565
Barnet,Edgware,2020-09,Adult non fiction,228
Barnet,Edgware,2020-09,Children's audiobook,2
Barnet,Edgware,2020-09,Children's fiction,520
Barnet,Edgware,2020-09,Children's non fiction,45
Barnet,Edgware,2020-09,Compact disc,5
Barnet,Edgware,2020-09,DVD certificate 12,7
Barnet,Edgware,2020-09,DVD certificate 15,1
Barnet,Edgware,2020-09,DVD certificate PG,2
Barnet,Edgware,2020-09,DVD certificate U,15
Barnet,Edgware,2020-09,Large print adult fiction,18
Barnet,Edgware,2020-09,Large print children's fiction,2
Barnet,Edgware,2020-09,Teenage fiction,107
Barnet,Edgware,2020-09,Teenage non fiction,2
Barnet,Edgware,2020-09,Vocal score sets,39
Barnet,Finchley Church End,2020-09,Adult audiobook,35
Barnet,Finchley Church End,2020-09,Adult fiction,1082
Barnet,Finchley Church End,2020-09,Adult non fiction,483
Barnet,Finchley Church End,2020-09,Children's fiction,1613
Barnet,Finchley Church End,2020-09,Children's non fiction,243
Barnet,Finchley Church End,2020-09,Compact disc,8
Barnet,Finchley Church End,2020-09,DVD certificate 12,17
Barnet,Finchley Church End,2020-09,DVD certificate 15,18
Barnet,Finchley Church End,2020-09,DVD certificate 18+,4
Barnet,Finchley Church End,2020-09,DVD certificate U,6
Barnet,Finchley Church End,2020-09,Language learning,2
Barnet,Finchley Church End,2020-09,Large print adult fiction,29
Barnet,Finchley Church End,2020-09,Large print adult non fiction,1
Barnet,Finchley Church End,2020-09,Teenage fiction,174
Barnet,Finchley Church End,2020-09,Teenage non fiction,16
Barnet,Golders Green,2020-09,Adult fiction,18
Barnet,Golders Green,2020-09,Adult non fiction,10
Barnet,Golders Green,2020-09,Children's fiction,14
Barnet,Golders Green,2020-09,Teenage fiction,1
Barnet,Hendon,2020-09,Adult fiction,206
Barnet,Hendon,2020-09,Adult non fiction,76
Barnet,Hendon,2020-09,Children's fiction,278
Barnet,Hendon,2020-09,Children's non fiction,17
Barnet,Hendon,2020-09,DVD certificate 15,2
Barnet,Hendon,2020-09,DVD certificate PG,2
Barnet,Hendon,2020-09,Large print adult fiction,13
Barnet,Hendon,2020-09,Teenage fiction,69
Barnet,Hendon,2020-09,Teenage non fiction,11
Barnet,Home Library Service,2020-09,Adult audiobook,72
Barnet,Home Library Service,2020-09,Adult fiction,463
Barnet,Home Library Service,2020-09,Adult non fiction,140
Barnet,Home Library Service,2020-09,Barnet Book Club,1
Barnet,Home Library Service,2020-09,Children's fiction,20
Barnet,Home Library Service,2020-09,Compact disc,17
Barnet,Home Library Service,2020-09,DVD certificate 12,3
Barnet,Home Library Service,2020-09,DVD certificate 15,2
Barnet,Home Library Service,2020-09,Large print adult fiction,169
Barnet,Home Library Service,2020-09,Large print adult non fiction,22
Barnet,Home Library Service,2020-09,Teenage fiction,3
Barnet,Home Library Service,2020-09,Teenage non fiction,2
Barnet,Mill Hill,2020-09,Adult fiction,3
Barnet,Mill Hill,2020-09,Children's fiction,10
Barnet,Mobile Library,2020-09,Adult fiction,9
Barnet,Mobile Library,2020-09,Children's fiction,1
Barnet,Mobile Library,2020-09,Teenage fiction,1
Barnet,New Barnet library,2020-09,Adult fiction,17
Barnet,New Barnet library,2020-09,Adult non fiction,2
Barnet,New Barnet library,2020-09,Children's fiction,27
Barnet,New Barnet library,2020-09,Children's non fiction,1
Barnet,North Finchley,2020-09,Adult audiobook,7
Barnet,North Finchley,2020-09,Adult fiction,196
Barnet,North Finchley,2020-09,Adult non fiction,73
Barnet,North Finchley,2020-09,Children's fiction,221
Barnet,North Finchley,2020-09,Children's non fiction,20
Barnet,North Finchley,2020-09,Compact disc,2
Barnet,North Finchley,2020-09,DVD certificate 12,2
Barnet,North Finchley,2020-09,Large print adult fiction,7
Barnet,North Finchley,2020-09,Teenage fiction,25
Barnet,Online,2020-09,eaudio,3330
Barnet,Online,2020-09,ebooks,6096
Barnet,Online,2020-09,ecomics,34
Barnet,Online,2020-09,emagazines and enewspapers,27298
Barnet,Osidge,2020-09,Adult fiction,26
Barnet,Osidge,2020-09,Adult non fiction,7
Barnet,Osidge,2020-09,Children's fiction,12
Barnet,Osidge,2020-09,Large print adult fiction,3
Barnet,Schools Library Resources Service,2020-09,SLS Artefact,6
Barnet,Schools Library Resources Service,2020-09,SLS Fiction,227
Barnet,Schools Library Resources Service,2020-09,SLS Non Fiction,959
Barnet,Schools Library Resources Service,2020-09,SLS Poster,6
Barnet,Schools Library Resources Service,2020-09,SLS Resource Pack,2
Barnet,South Friern,2020-09,Adult fiction,107
Barnet,South Friern,2020-09,Adult non fiction,31
Barnet,South Friern,2020-09,Children's fiction,129
Barnet,South Friern,2020-09,Children's non fiction,9
Barnet,South Friern,2020-09,Compact disc,1
Barnet,South Friern,2020-09,DVD certificate 12,5
Barnet,South Friern,2020-09,DVD certificate 15,4
Barnet,South Friern,2020-09,DVD certificate 18+,5
Barnet,South Friern,2020-09,DVD certificate U,6
Barnet,South Friern,2020-09,Large print adult fiction,12
Barnet,South Friern,2020-09,Teenage fiction,1
Barnet,Barnet Book Club,2020-10,Barnet Book Club,37
Barnet,Barnet Book Club,2020-10,DVD certificate 12,1
Barnet,Barnet Book Club,2020-10,DVD certificate 15,1
Barnet,Bibliographic Services,2020-10,Adult fiction,7
Barnet,Bibliographic Services,2020-10,Adult non fiction,2
Barnet,Bibliographic Services,2020-10,Teenage fiction,1
Barnet,Burnt Oak,2020-10,Adult fiction,23
Barnet,Burnt Oak,2020-10,Adult non fiction,25
Barnet,Burnt Oak,2020-10,Children's fiction,92
Barnet,Burnt Oak,2020-10,Children's non fiction,5
Barnet,Burnt Oak,2020-10,DVD certificate 12,2
Barnet,Burnt Oak,2020-10,DVD certificate 15,1
Barnet,Burnt Oak,2020-10,DVD certificate PG,1
Barnet,Burnt Oak,2020-10,DVD certificate U,1
Barnet,Burnt Oak,2020-10,Teenage fiction,8
Barnet,Burnt Oak,2020-10,Teenage non fiction,3
Barnet,Childs Hill,2020-10,Adult audiobook,5
Barnet,Childs Hill,2020-10,Adult fiction,148
Barnet,Childs Hill,2020-10,Adult non fiction,82
Barnet,Childs Hill,2020-10,Children's fiction,276
Barnet,Childs Hill,2020-10,Children's non fiction,18
Barnet,Childs Hill,2020-10,DVD certificate 12,1
Barnet,Childs Hill,2020-10,Language learning,1
Barnet,Childs Hill,2020-10,Teenage fiction,21
Barnet,Childs Hill,2020-10,Teenage non fiction,1
Barnet,Chipping Barnet,2020-10,Adult audiobook,68
Barnet,Chipping Barnet,2020-10,Adult fiction,1333
Barnet,Chipping Barnet,2020-10,Adult non fiction,766
Barnet,Chipping Barnet,2020-10,Barnet Book Club,23
Barnet,Chipping Barnet,2020-10,Children's audiobook,6
Barnet,Chipping Barnet,2020-10,Children's fiction,1711
Barnet,Chipping Barnet,2020-10,Children's non fiction,265
Barnet,Chipping Barnet,2020-10,Compact disc,28
Barnet,Chipping Barnet,2020-10,DVD certificate 12,21
Barnet,Chipping Barnet,2020-10,DVD certificate 15,14
Barnet,Chipping Barnet,2020-10,DVD certificate 18+,7
Barnet,Chipping Barnet,2020-10,DVD certificate PG,4
Barnet,Chipping Barnet,2020-10,DVD certificate U,22
Barnet,Chipping Barnet,2020-10,DVD certificate exempt,2
Barnet,Chipping Barnet,2020-10,Language learning,3
Barnet,Chipping Barnet,2020-10,Large print adult fiction,151
Barnet,Chipping Barnet,2020-10,Large print adult non fiction,31
Barnet,Chipping Barnet,2020-10,Music score,2
Barnet,Chipping Barnet,2020-10,Playset,2
Barnet,Chipping Barnet,2020-10,Teenage fiction,145
Barnet,Chipping Barnet,2020-10,Teenage non fiction,18
Barnet,Colindale,2020-10,Adult audiobook,37
Barnet,Colindale,2020-10,Adult fiction,358
Barnet,Colindale,2020-10,Adult non fiction,242
Barnet,Colindale,2020-10,Children's fiction,481
Barnet,Colindale,2020-10,Children's non fiction,48
Barnet,Colindale,2020-10,Children's reference,1
Barnet,Colindale,2020-10,DVD certificate PG,2
Barnet,Colindale,2020-10,DVD certificate U,6
Barnet,Colindale,2020-10,Large print adult fiction,8
Barnet,Colindale,2020-10,Large print adult non fiction,1
Barnet,Colindale,2020-10,Teenage fiction,59
Barnet,Colindale,2020-10,Teenage non fiction,28
Barnet,East Finchley,2020-10,Adult audiobook,1
Barnet,East Finchley,2020-10,Adult fiction,95
Barnet,East Finchley,2020-10,Adult non fiction,86
Barnet,East Finchley,2020-10,Children's fiction,133
Barnet,East Finchley,2020-10,Children's non fiction,8
Barnet,East Finchley,2020-10,Compact disc,4
Barnet,East Finchley,2020-10,DVD certificate 15,1
Barnet,East Finchley,2020-10,DVD certificate 18+,2
Barnet,East Finchley,2020-10,Large print adult fiction,2
Barnet,East Finchley,2020-10,Large print adult non fiction,2
Barnet,East Finchley,2020-10,Teenage fiction,23
Barnet,East Finchley,2020-10,Teenage non fiction,6
Barnet,Edgware,2020-10,Adult audiobook,26
Barnet,Edgware,2020-10,Adult fiction,1081
Barnet,Edgware,2020-10,Adult non fiction,536
Barnet,Edgware,2020-10,Children's fiction,989
Barnet,Edgware,2020-10,Children's non fiction,85
Barnet,Edgware,2020-10,Compact disc,12
Barnet,Edgware,2020-10,DVD certificate 12,6
Barnet,Edgware,2020-10,DVD certificate 15,1
Barnet,Edgware,2020-10,DVD certificate 18+,1
Barnet,Edgware,2020-10,DVD certificate PG,11
Barnet,Edgware,2020-10,DVD certificate U,14
Barnet,Edgware,2020-10,Electronic devices,5
Barnet,Edgware,2020-10,Large print adult fiction,35
Barnet,Edgware,2020-10,Large print adult non fiction,1
Barnet,Edgware,2020-10,Music score,12
Barnet,Edgware,2020-10,Teenage fiction,134
Barnet,Edgware,2020-10,Teenage non fiction,20
Barnet,Finchley Church End,2020-10,Adult audiobook,32
Barnet,Finchley Church End,2020-10,Adult fiction,1218
Barnet,Finchley Church End,2020-10,Adult non fiction,667
Barnet,Finchley Church End,2020-10,Children's fiction,1756
Barnet,Finchley Church End,2020-10,Children's non fiction,371
Barnet,Finchley Church End,2020-10,Compact disc,6
Barnet,Finchley Church End,2020-10,DVD certificate 12,6
Barnet,Finchley Church End,2020-10,DVD certificate 15,10
Barnet,Finchley Church End,2020-10,DVD certificate 18+,1
Barnet,Finchley Church End,2020-10,DVD certificate PG,2
Barnet,Finchley Church End,2020-10,DVD certificate U,6
Barnet,Finchley Church End,2020-10,DVD certificate exempt,2
Barnet,Finchley Church End,2020-10,Electronic devices,1
Barnet,Finchley Church End,2020-10,Language learning,2
Barnet,Finchley Church End,2020-10,Large print adult fiction,31
Barnet,Finchley Church End,2020-10,Large print adult non fiction,6
Barnet,Finchley Church End,2020-10,Teenage fiction,212
Barnet,Finchley Church End,2020-10,Teenage non fiction,23
Barnet,Golders Green,2020-10,Adult audiobook,4
Barnet,Golders Green,2020-10,Adult fiction,190
Barnet,Golders Green,2020-10,Adult non fiction,139
Barnet,Golders Green,2020-10,Children's fiction,143
Barnet,Golders Green,2020-10,Children's non fiction,6
Barnet,Golders Green,2020-10,Compact disc,1
Barnet,Golders Green,2020-10,DVD certificate 12,5
Barnet,Golders Green,2020-10,DVD certificate PG,4
Barnet,Golders Green,2020-10,DVD certificate U,16
Barnet,Golders Green,2020-10,Electronic devices,1
Barnet,Golders Green,2020-10,Large print adult fiction,2
Barnet,Golders Green,2020-10,Teenage fiction,32
Barnet,Golders Green,2020-10,Teenage non fiction,22
Barnet,Hendon,2020-10,Adult audiobook,3
Barnet,Hendon,2020-10,Adult fiction,368
Barnet,Hendon,2020-10,Adult non fiction,172
Barnet,Hendon,2020-10,Children's audiobook,2
Barnet,Hendon,2020-10,Children's fiction,571
Barnet,Hendon,2020-10,Children's non fiction,81
Barnet,Hendon,2020-10,Compact disc,3
Barnet,Hendon,2020-10,DVD certificate 12,4
Barnet,Hendon,2020-10,DVD certificate 15,2
Barnet,Hendon,2020-10,DVD certificate 18+,2
Barnet,Hendon,2020-10,DVD certificate PG,4
Barnet,Hendon,2020-10,DVD certificate U,6
Barnet,Hendon,2020-10,Language learning,1
Barnet,Hendon,2020-10,Large print adult fiction,13
Barnet,Hendon,2020-10,Large print adult non fiction,1
Barnet,Hendon,2020-10,Music score,1
Barnet,Hendon,2020-10,Teenage fiction,91
Barnet,Home Library Service,2020-10,Adult audiobook,112
Barnet,Home Library Service,2020-10,Adult fiction,463
Barnet,Home Library Service,2020-10,Adult non fiction,135
Barnet,Home Library Service,2020-10,Barnet Book Club,1
Barnet,Home Library Service,2020-10,Children's fiction,24
Barnet,Home Library Service,2020-10,Compact disc,19
Barnet,Home Library Service,2020-10,DVD certificate 12,1
Barnet,Home Library Service,2020-10,DVD certificate U,1
Barnet,Home Library Service,2020-10,Large print adult fiction,264
Barnet,Home Library Service,2020-10,Large print adult non fiction,21
Barnet,Home Library Service,2020-10,Teenage fiction,2
Barnet,Home Library Service,2020-10,Teenage non fiction,1
Barnet,Mill Hill,2020-10,Adult fiction,57
Barnet,Mill Hill,2020-10,Adult non fiction,35
Barnet,Mill Hill,2020-10,Children's fiction,110
Barnet,Mill Hill,2020-10,Children's non fiction,13
Barnet,Mill Hill,2020-10,Compact disc,6
Barnet,Mill Hill,2020-10,DVD certificate 12,1
Barnet,Mill Hill,2020-10,Teenage fiction,16
Barnet,Mill Hill,2020-10,Teenage non fiction,3
Barnet,Mobile Library,2020-10,Adult audiobook,1
Barnet,Mobile Library,2020-10,Adult fiction,46
Barnet,Mobile Library,2020-10,Adult non fiction,29
Barnet,Mobile Library,2020-10,Children's non fiction,3
Barnet,Mobile Library,2020-10,Teenage fiction,4
Barnet,New Barnet library,2020-10,Adult fiction,166
Barnet,New Barnet library,2020-10,Adult non fiction,71
Barnet,New Barnet library,2020-10,Children's fiction,427
Barnet,New Barnet library,2020-10,Children's non fiction,42
Barnet,New Barnet library,2020-10,DVD certificate 15,1
Barnet,New Barnet library,2020-10,DVD certificate U,3
Barnet,New Barnet library,2020-10,Large print adult fiction,4
Barnet,New Barnet library,2020-10,Teenage fiction,41
Barnet,New Barnet library,2020-10,Teenage non fiction,3
Barnet,North Finchley,2020-10,Adult audiobook,8
Barnet,North Finchley,2020-10,Adult fiction,335
Barnet,North Finchley,2020-10,Adult non fiction,193
Barnet,North Finchley,2020-10,Children's fiction,706
Barnet,North Finchley,2020-10,Children's non fiction,91
Barnet,North Finchley,2020-10,DVD certificate 12,2
Barnet,North Finchley,2020-10,DVD certificate 15,4
Barnet,North Finchley,2020-10,DVD certificate U,2
Barnet,North Finchley,2020-10,Large print adult fiction,24
Barnet,North Finchley,2020-10,Teenage fiction,38
Barnet,North Finchley,2020-10,Teenage non fiction,19
