Local authority,Library name,Month,Type,Loans
Barnet,Childs Hill,2019-12,Teenage fiction,35
Barnet,Childs Hill,2019-12,Teenage non fiction,6
Barnet,Chipping Barnet,2019-12,Adult audiobook,121
Barnet,Chipping Barnet,2019-12,Adult fiction,3231
Barnet,Chipping Barnet,2019-12,Adult non fiction,1896
Barnet,Chipping Barnet,2019-12,Barnet Book Club,13
Barnet,Chipping Barnet,2019-12,Children's audiobook,11
Barnet,Chipping Barnet,2019-12,Children's fiction,4896
Barnet,Chipping Barnet,2019-12,Children's non fiction,506
Barnet,Chipping Barnet,2019-12,Compact disc,254
Barnet,Chipping Barnet,2019-12,DVD certificate 12,17
Barnet,Chipping Barnet,2019-12,DVD certificate 15,18
Barnet,Chipping Barnet,2019-12,DVD certificate 18+,8
Barnet,Chipping Barnet,2019-12,DVD certificate PG,10
Barnet,Chipping Barnet,2019-12,DVD certificate U,22
Barnet,Chipping Barnet,2019-12,DVD certificate exempt,1
Barnet,Chipping Barnet,2019-12,Language learning,2
Barnet,Chipping Barnet,2019-12,Large print adult fiction,115
Barnet,Chipping Barnet,2019-12,Large print adult non fiction,19
Barnet,Chipping Barnet,2019-12,Large print children's fiction,1
Barnet,Chipping Barnet,2019-12,Music score,18
Barnet,Chipping Barnet,2019-12,Teenage fiction,398
Barnet,Chipping Barnet,2019-12,Teenage non fiction,187
Barnet,Colindale,2019-12,Adult audiobook,5
Barnet,Colindale,2019-12,Adult fiction,571
Barnet,Colindale,2019-12,Adult non fiction,581
Barnet,Colindale,2019-12,Children's audiobook,1
Barnet,Colindale,2019-12,Children's fiction,2027
Barnet,Colindale,2019-12,Children's non fiction,250
Barnet,Colindale,2019-12,Compact disc,1
Barnet,Colindale,2019-12,DVD certificate 12,11
Barnet,Colindale,2019-12,DVD certificate 15,3
Barnet,Colindale,2019-12,DVD certificate 18+,3
Barnet,Colindale,2019-12,DVD certificate PG,5
Barnet,Colindale,2019-12,DVD certificate U,11
Barnet,Colindale,2019-12,DVD certificate exempt,1
Barnet,Colindale,2019-12,Electronic devices,1
Barnet,Colindale,2019-12,Language learning,5
Barnet,Colindale,2019-12,Large print adult fiction,4
Barnet,Colindale,2019-12,Teenage fiction,130
Barnet,Colindale,2019-12,Teenage non fiction,74
Barnet,Customer Services Organisation,2019-12,Adult audiobook,45
Barnet,Customer Services Organisation,2019-12,Adult fiction,149
Barnet,Customer Services Organisation,2019-12,Adult non fiction,140
Barnet,Customer Services Organisation,2019-12,Children's fiction,155
Barnet,Customer Services Organisation,2019-12,Children's non fiction,24
Barnet,Customer Services Organisation,2019-12,DVD certificate 12,2
Barnet,Customer Services Organisation,2019-12,Large print adult fiction,3
Barnet,Customer Services Organisation,2019-12,Teenage fiction,2
Barnet,Digital Library,2019-12,Adult fiction,1
Barnet,East Finchley,2019-12,Adult audiobook,22
Barnet,East Finchley,2019-12,Adult fiction,733
Barnet,East Finchley,2019-12,Adult non fiction,546
Barnet,East Finchley,2019-12,Children's audiobook,1
Barnet,East Finchley,2019-12,Children's fiction,1864
Barnet,East Finchley,2019-12,Children's non fiction,354
Barnet,East Finchley,2019-12,Compact disc,130
Barnet,East Finchley,2019-12,DVD certificate 12,3
Barnet,East Finchley,2019-12,DVD certificate 15,6
Barnet,East Finchley,2019-12,DVD certificate PG,5
Barnet,East Finchley,2019-12,DVD certificate U,6
Barnet,East Finchley,2019-12,Language learning,2
Barnet,East Finchley,2019-12,Music score,7
Barnet,East Finchley,2019-12,Teenage fiction,91
Barnet,East Finchley,2019-12,Teenage non fiction,135
Barnet,Edgware,2019-12,Adult audiobook,44
Barnet,Edgware,2019-12,Adult fiction,2323
Barnet,Edgware,2019-12,Adult non fiction,1420
Barnet,Edgware,2019-12,Children's audiobook,1
Barnet,Edgware,2019-12,Children's fiction,3732
Barnet,Edgware,2019-12,Children's non fiction,473
Barnet,Edgware,2019-12,Compact disc,14
Barnet,Edgware,2019-12,DVD certificate 12,17
Barnet,Edgware,2019-12,DVD certificate 15,17
Barnet,Edgware,2019-12,DVD certificate 18+,2
Barnet,Edgware,2019-12,DVD certificate PG,4
Barnet,Edgware,2019-12,DVD certificate U,17
Barnet,Edgware,2019-12,Electronic devices,2
Barnet,Edgware,2019-12,Language learning,2
Barnet,Edgware,2019-12,Large print adult fiction,46
Barnet,Edgware,2019-12,Large print adult non fiction,5
Barnet,Edgware,2019-12,Large print children's fiction,8
Barnet,Edgware,2019-12,Music score,6
Barnet,Edgware,2019-12,Playset,23
Barnet,Edgware,2019-12,Teenage fiction,410
Barnet,Edgware,2019-12,Teenage non fiction,83
Barnet,Edgware,2019-12,Vocal score sets,193
Barnet,Finchley Church End,2019-12,Adult audiobook,68
Barnet,Finchley Church End,2019-12,Adult fiction,2932
Barnet,Finchley Church End,2019-12,Adult non fiction,1681
Barnet,Finchley Church End,2019-12,Children's audiobook,2
Barnet,Finchley Church End,2019-12,Children's fiction,5208
Barnet,Finchley Church End,2019-12,Children's non fiction,542
Barnet,Finchley Church End,2019-12,Compact disc,21
Barnet,Finchley Church End,2019-12,DVD certificate 12,16
Barnet,Finchley Church End,2019-12,DVD certificate 15,14
Barnet,Finchley Church End,2019-12,DVD certificate 18+,2
Barnet,Finchley Church End,2019-12,DVD certificate PG,11
Barnet,Finchley Church End,2019-12,DVD certificate U,24
Barnet,Finchley Church End,2019-12,DVD certificate exempt,2
Barnet,Finchley Church End,2019-12,Electronic devices,4
Barnet,Finchley Church End,2019-12,Language learning,11
Barnet,Finchley Church End,2019-12,Large print adult fiction,62
Barnet,Finchley Church End,2019-12,Large print adult non fiction,3
Barnet,Finchley Church End,2019-12,Large print children's fiction,2
Barnet,Finchley Church End,2019-12,Music score,36
Barnet,Finchley Church End,2019-12,Playset,28
Barnet,Finchley Church End,2019-12,Teenage fiction,426
Barnet,Finchley Church End,2019-12,Teenage non fiction,120
Barnet,Golders Green,2019-12,Adult audiobook,9
Barnet,Golders Green,2019-12,Adult fiction,1396
Barnet,Golders Green,2019-12,Adult non fiction,707
Barnet,Golders Green,2019-12,Children's fiction,3512
Barnet,Golders Green,2019-12,Children's non fiction,179
Barnet,Golders Green,2019-12,Compact disc,8
Barnet,Golders Green,2019-12,DVD certificate 12,19
Barnet,Golders Green,2019-12,DVD certificate 15,13
Barnet,Golders Green,2019-12,DVD certificate PG,13
Barnet,Golders Green,2019-12,DVD certificate U,44
Barnet,Golders Green,2019-12,DVD certificate exempt,2
Barnet,Golders Green,2019-12,Language learning,2
Barnet,Golders Green,2019-12,Large print adult fiction,31
Barnet,Golders Green,2019-12,Large print adult non fiction,8
Barnet,Golders Green,2019-12,Large print children's fiction,2
Barnet,Golders Green,2019-12,Music score,2
Barnet,Golders Green,2019-12,Teenage fiction,281
Barnet,Golders Green,2019-12,Teenage non fiction,46
Barnet,Hendon,2019-12,Adult audiobook,7
Barnet,Hendon,2019-12,Adult fiction,1198
Barnet,Hendon,2019-12,Adult non fiction,703
Barnet,Hendon,2019-12,Children's fiction,2563
Barnet,Hendon,2019-12,Children's non fiction,275
Barnet,Hendon,2019-12,Compact disc,1
Barnet,Hendon,2019-12,DVD certificate 12,12
Barnet,Hendon,2019-12,DVD certificate 15,8
Barnet,Hendon,2019-12,DVD certificate 18+,2
Barnet,Hendon,2019-12,DVD certificate PG,5
Barnet,Hendon,2019-12,DVD certificate U,12
Barnet,Hendon,2019-12,DVD certificate exempt,2
Barnet,Hendon,2019-12,Language learning,3
Barnet,Hendon,2019-12,Large print adult fiction,19
Barnet,Hendon,2019-12,Large print adult non fiction,1
Barnet,Hendon,2019-12,Large print children's fiction,2
Barnet,Hendon,2019-12,Music score,3
Barnet,Hendon,2019-12,SLS Fiction,3
Barnet,Hendon,2019-12,Teenage fiction,130
Barnet,Hendon,2019-12,Teenage non fiction,86
Barnet,Home Library Service,2019-12,Adult audiobook,157
Barnet,Home Library Service,2019-12,Adult fiction,431
Barnet,Home Library Service,2019-12,Adult non fiction,145
Barnet,Home Library Service,2019-12,Barnet Book Club,1
Barnet,Home Library Service,2019-12,Children's fiction,25
Barnet,Home Library Service,2019-12,Children's non fiction,1
Barnet,Home Library Service,2019-12,Compact disc,20
Barnet,Home Library Service,2019-12,DVD certificate 12,5
Barnet,Home Library Service,2019-12,DVD certificate 15,1
Barnet,Home Library Service,2019-12,DVD certificate PG,1
Barnet,Home Library Service,2019-12,Large print adult fiction,787
Barnet,Home Library Service,2019-12,Large print adult non fiction,35
Barnet,Home Library Service,2019-12,Teenage fiction,1
Barnet,Mill Hill,2019-12,Adult audiobook,2
Barnet,Mill Hill,2019-12,Adult fiction,396
Barnet,Mill Hill,2019-12,Adult non fiction,239
Barnet,Mill Hill,2019-12,Adult reference,1
Barnet,Mill Hill,2019-12,Children's fiction,943
Barnet,Mill Hill,2019-12,Children's non fiction,148
Barnet,Mill Hill,2019-12,DVD certificate 12,3
Barnet,Mill Hill,2019-12,DVD certificate 15,5
Barnet,Mill Hill,2019-12,DVD certificate U,3
Barnet,Mill Hill,2019-12,Large print adult fiction,13
Barnet,Mill Hill,2019-12,Large print adult non fiction,4
Barnet,Mill Hill,2019-12,Playset,8
Barnet,Mill Hill,2019-12,Teenage fiction,25
Barnet,Mill Hill,2019-12,Teenage non fiction,31
Barnet,Mobile Library,2019-12,Adult audiobook,7
Barnet,Mobile Library,2019-12,Adult fiction,140
Barnet,Mobile Library,2019-12,Adult non fiction,51
Barnet,Mobile Library,2019-12,Children's fiction,402
Barnet,Mobile Library,2019-12,Children's non fiction,13
Barnet,Mobile Library,2019-12,Large print adult fiction,20
Barnet,Mobile Library,2019-12,Teenage fiction,18
Barnet,Mobile Library,2019-12,Teenage non fiction,1
Barnet,New Barnet library,2019-12,Adult audiobook,37
Barnet,New Barnet library,2019-12,Adult fiction,646
Barnet,New Barnet library,2019-12,Adult non fiction,400
Barnet,New Barnet library,2019-12,Children's fiction,1659
Barnet,New Barnet library,2019-12,Children's non fiction,125
Barnet,New Barnet library,2019-12,Compact disc,2
Barnet,New Barnet library,2019-12,DVD certificate 15,1
Barnet,New Barnet library,2019-12,DVD certificate 18+,2
Barnet,New Barnet library,2019-12,DVD certificate PG,6
Barnet,New Barnet library,2019-12,DVD certificate U,7
Barnet,New Barnet library,2019-12,Large print adult fiction,17
Barnet,New Barnet library,2019-12,Large print adult non fiction,2
Barnet,New Barnet library,2019-12,Teenage fiction,80
Barnet,New Barnet library,2019-12,Teenage non fiction,17
Barnet,North Finchley,2019-12,Adult audiobook,29
Barnet,North Finchley,2019-12,Adult fiction,1272
Barnet,North Finchley,2019-12,Adult non fiction,989
Barnet,North Finchley,2019-12,Children's fiction,2467
Barnet,North Finchley,2019-12,Children's non fiction,233
Barnet,North Finchley,2019-12,Compact disc,2
Barnet,North Finchley,2019-12,DVD certificate 12,7
Barnet,North Finchley,2019-12,DVD certificate 15,5
Barnet,North Finchley,2019-12,DVD certificate 18+,2
Barnet,North Finchley,2019-12,DVD certificate PG,3
Barnet,North Finchley,2019-12,DVD certificate U,5
Barnet,North Finchley,2019-12,Language learning,1
Barnet,North Finchley,2019-12,Large print adult fiction,22
Barnet,North Finchley,2019-12,Large print adult non fiction,5
Barnet,North Finchley,2019-12,Music score,10
Barnet,North Finchley,2019-12,Teenage fiction,168
Barnet,North Finchley,2019-12,Teenage non fiction,55
Barnet,Online,2019-12,eaudio,2496
Barnet,Online,2019-12,ebooks,4113
Barnet,Online,2019-12,ecomics,13
Barnet,Online,2019-12,emagazines and enewspapers,13794
Barnet,Osidge,2019-12,Adult audiobook,101
Barnet,Osidge,2019-12,Adult fiction,665
Barnet,Osidge,2019-12,Adult non fiction,574
Barnet,Osidge,2019-12,Children's fiction,1477
Barnet,Osidge,2019-12,Children's non fiction,172
Barnet,Osidge,2019-12,Compact disc,5
Barnet,Osidge,2019-12,DVD certificate 12,3
Barnet,Osidge,2019-12,DVD certificate 15,5
Barnet,Osidge,2019-12,DVD certificate PG,7
Barnet,Osidge,2019-12,DVD certificate U,4
Barnet,Osidge,2019-12,Electronic devices,2
Barnet,Osidge,2019-12,Language learning,3
Barnet,Osidge,2019-12,Large print adult fiction,15
Barnet,Osidge,2019-12,Large print adult non fiction,3
Barnet,Osidge,2019-12,Music score,27
Barnet,Osidge,2019-12,Teenage fiction,89
Barnet,Osidge,2019-12,Teenage non fiction,77
Barnet,Schools Library Resources Service,2019-12,SLS CD,1
Barnet,Schools Library Resources Service,2019-12,SLS DVD,27
Barnet,Schools Library Resources Service,2019-12,SLS Fiction,1509
Barnet,Schools Library Resources Service,2019-12,SLS Map,3
Barnet,Schools Library Resources Service,2019-12,SLS Non Fiction,6592
Barnet,Schools Library Resources Service,2019-12,SLS Picture,185
Barnet,Schools Library Resources Service,2019-12,SLS Poster,91
Barnet,Schools Library Resources Service,2019-12,SLS Resource Pack,9
Barnet,South Friern,2019-12,Adult audiobook,9
Barnet,South Friern,2019-12,Adult fiction,180
Barnet,South Friern,2019-12,Adult non fiction,109
Barnet,South Friern,2019-12,Children's fiction,720
Barnet,South Friern,2019-12,Children's non fiction,111
Barnet,South Friern,2019-12,DVD certificate 12,3
Barnet,South Friern,2019-12,DVD certificate 18+,2
Barnet,South Friern,2019-12,DVD certificate PG,3
Barnet,South Friern,2019-12,DVD certificate U,11
Barnet,South Friern,2019-12,Language learning,2
Barnet,South Friern,2019-12,Large print adult fiction,1
Barnet,South Friern,2019-12,Reference,3
Barnet,South Friern,2019-12,Teenage fiction,35
Barnet,Barnet Book Club,2020-01,Adult audiobook,2
Barnet,Barnet Book Club,2020-01,Adult fiction,37
Barnet,Barnet Book Club,2020-01,Adult non fiction,21
Barnet,Barnet Book Club,2020-01,Barnet Book Club,193
Barnet,Barnet Book Club,2020-01,Children's fiction,49
Barnet,Barnet Book Club,2020-01,Children's non fiction,12
Barnet,Barnet Book Club,2020-01,Teenage fiction,7
Barnet,Bibliographic Services,2020-01,Adult fiction,21
Barnet,Bibliographic Services,2020-01,Adult non fiction,11
Barnet,Bibliographic Services,2020-01,Children's fiction,4
Barnet,Bibliographic Services,2020-01,Children's non fiction,4
Barnet,Burnt Oak,2020-01,Adult audiobook,8
Barnet,Burnt Oak,2020-01,Adult fiction,340
Barnet,Burnt Oak,2020-01,Adult non fiction,346
Barnet,Burnt Oak,2020-01,Children's fiction,883
Barnet,Burnt Oak,2020-01,Children's non fiction,80
Barnet,Burnt Oak,2020-01,Compact disc,1
Barnet,Burnt Oak,2020-01,DVD certificate 12,1
Barnet,Burnt Oak,2020-01,DVD certificate 15,1
Barnet,Burnt Oak,2020-01,DVD certificate PG,2
Barnet,Burnt Oak,2020-01,DVD certificate U,3
Barnet,Burnt Oak,2020-01,Language learning,2
Barnet,Burnt Oak,2020-01,Large print adult fiction,14
Barnet,Burnt Oak,2020-01,Large print adult non fiction,1
Barnet,Burnt Oak,2020-01,Music score,2
Barnet,Burnt Oak,2020-01,Teenage fiction,47
Barnet,Burnt Oak,2020-01,Teenage non fiction,39
Barnet,Childs Hill,2020-01,Adult audiobook,16
Barnet,Childs Hill,2020-01,Adult fiction,329
Barnet,Childs Hill,2020-01,Adult non fiction,158
Barnet,Childs Hill,2020-01,Children's fiction,839
Barnet,Childs Hill,2020-01,Children's non fiction,58
Barnet,Childs Hill,2020-01,Compact disc,25
Barnet,Childs Hill,2020-01,DVD certificate 12,1
Barnet,Childs Hill,2020-01,DVD certificate U,7
Barnet,Childs Hill,2020-01,Electronic devices,3
Barnet,Childs Hill,2020-01,Large print adult fiction,4
Barnet,Childs Hill,2020-01,Playset,17
Barnet,Childs Hill,2020-01,Teenage fiction,59
Barnet,Childs Hill,2020-01,Teenage non fiction,13
Barnet,Chipping Barnet,2020-01,Adult audiobook,121
Barnet,Chipping Barnet,2020-01,Adult fiction,3361
Barnet,Chipping Barnet,2020-01,Adult non fiction,2350
Barnet,Chipping Barnet,2020-01,Barnet Book Club,30
Barnet,Chipping Barnet,2020-01,Children's audiobook,20
Barnet,Chipping Barnet,2020-01,Children's fiction,5246
Barnet,Chipping Barnet,2020-01,Children's non fiction,682
Barnet,Chipping Barnet,2020-01,Compact disc,198
Barnet,Chipping Barnet,2020-01,DVD certificate 12,31
Barnet,Chipping Barnet,2020-01,DVD certificate 15,35
Barnet,Chipping Barnet,2020-01,DVD certificate 18+,8
Barnet,Chipping Barnet,2020-01,DVD certificate PG,5
Barnet,Chipping Barnet,2020-01,DVD certificate U,13
Barnet,Chipping Barnet,2020-01,DVD certificate exempt,1
Barnet,Chipping Barnet,2020-01,Electronic devices,1
Barnet,Chipping Barnet,2020-01,Language learning,1
Barnet,Chipping Barnet,2020-01,Large print adult fiction,97
Barnet,Chipping Barnet,2020-01,Large print adult non fiction,14
Barnet,Chipping Barnet,2020-01,Large print children's fiction,4
Barnet,Chipping Barnet,2020-01,Music score,12
Barnet,Chipping Barnet,2020-01,Teenage fiction,332
Barnet,Chipping Barnet,2020-01,Teenage non fiction,253
Barnet,Colindale,2020-01,Adult audiobook,9
Barnet,Colindale,2020-01,Adult fiction,609
Barnet,Colindale,2020-01,Adult non fiction,649
Barnet,Colindale,2020-01,Children's audiobook,2
Barnet,Colindale,2020-01,Children's fiction,2349
Barnet,Colindale,2020-01,Children's non fiction,320
Barnet,Colindale,2020-01,Compact disc,2
Barnet,Colindale,2020-01,DVD certificate 12,4
Barnet,Colindale,2020-01,DVD certificate 15,1
Barnet,Colindale,2020-01,DVD certificate 18+,1
Barnet,Colindale,2020-01,DVD certificate PG,2
Barnet,Colindale,2020-01,DVD certificate U,2
Barnet,Colindale,2020-01,DVD certificate exempt,1
Barnet,Colindale,2020-01,Electronic devices,3
Barnet,Colindale,2020-01,Language learning,2
Barnet,Colindale,2020-01,Large print adult fiction,11
Barnet,Colindale,2020-01,Teenage fiction,102
Barnet,Colindale,2020-01,Teenage non fiction,58
Barnet,Customer Services Organisation,2020-01,Adult audiobook,8
Barnet,Customer Services Organisation,2020-01,Adult fiction,116
Barnet,Customer Services Organisation,2020-01,Adult non fiction,131
Barnet,Customer Services Organisation,2020-01,Children's fiction,102
Barnet,Customer Services Organisation,2020-01,Children's non fiction,11
Barnet,Customer Services Organisation,2020-01,DVD certificate 15,1
Barnet,Customer Services Organisation,2020-01,DVD certificate PG,1
Barnet,Customer Services Organisation,2020-01,Large print adult fiction,3
Barnet,Customer Services Organisation,2020-01,Music score,1
Barnet,Customer Services Organisation,2020-01,Teenage fiction,4
Barnet,Customer Services Organisation,2020-01,Teenage non fiction,10
Barnet,East Finchley,2020-01,Adult audiobook,47
Barnet,East Finchley,2020-01,Adult fiction,696
Barnet,East Finchley,2020-01,Adult non fiction,641
Barnet,East Finchley,2020-01,Children's fiction,1949
Barnet,East Finchley,2020-01,Children's non fiction,383
Barnet,East Finchley,2020-01,Compact disc,130
Barnet,East Finchley,2020-01,DVD certificate 12,8
Barnet,East Finchley,2020-01,DVD certificate 15,6
Barnet,East Finchley,2020-01,DVD certificate PG,1
Barnet,East Finchley,2020-01,DVD certificate U,8
Barnet,East Finchley,2020-01,Language learning,1
Barnet,East Finchley,2020-01,Large print adult fiction,17
Barnet,East Finchley,2020-01,Music score,10
Barnet,East Finchley,2020-01,Teenage fiction,109
Barnet,East Finchley,2020-01,Teenage non fiction,106
Barnet,Edgware,2020-01,Adult audiobook,29
Barnet,Edgware,2020-01,Adult fiction,2433
Barnet,Edgware,2020-01,Adult non fiction,1517
Barnet,Edgware,2020-01,Barnet Book Club,2
Barnet,Edgware,2020-01,Children's fiction,3644
Barnet,Edgware,2020-01,Children's non fiction,501
Barnet,Edgware,2020-01,Compact disc,20
Barnet,Edgware,2020-01,DVD certificate 12,25
Barnet,Edgware,2020-01,DVD certificate 15,11
Barnet,Edgware,2020-01,DVD certificate 18+,1
Barnet,Edgware,2020-01,DVD certificate PG,3
Barnet,Edgware,2020-01,DVD certificate U,16
Barnet,Edgware,2020-01,DVD certificate exempt,1
Barnet,Edgware,2020-01,Electronic devices,2
Barnet,Edgware,2020-01,Language learning,2
Barnet,Edgware,2020-01,Large print adult fiction,52
Barnet,Edgware,2020-01,Large print adult non fiction,6
Barnet,Edgware,2020-01,Large print children's fiction,4
Barnet,Edgware,2020-01,Playset,5
Barnet,Edgware,2020-01,Teenage fiction,379
Barnet,Edgware,2020-01,Teenage non fiction,54
Barnet,Finchley Church End,2020-01,Adult audiobook,51
Barnet,Finchley Church End,2020-01,Adult fiction,3105
Barnet,Finchley Church End,2020-01,Adult non fiction,1951
Barnet,Finchley Church End,2020-01,Children's fiction,5140
Barnet,Finchley Church End,2020-01,Children's non fiction,600
Barnet,Finchley Church End,2020-01,Compact disc,16
Barnet,Finchley Church End,2020-01,DVD certificate 12,10
Barnet,Finchley Church End,2020-01,DVD certificate 15,16
Barnet,Finchley Church End,2020-01,DVD certificate 18+,3
Barnet,Finchley Church End,2020-01,DVD certificate PG,1
Barnet,Finchley Church End,2020-01,DVD certificate U,8
Barnet,Finchley Church End,2020-01,DVD certificate exempt,1
Barnet,Finchley Church End,2020-01,Electronic devices,1
Barnet,Finchley Church End,2020-01,Language learning,8
Barnet,Finchley Church End,2020-01,Large print adult fiction,64
Barnet,Finchley Church End,2020-01,Large print adult non fiction,4
Barnet,Finchley Church End,2020-01,Large print children's fiction,1
Barnet,Finchley Church End,2020-01,Music score,33
Barnet,Finchley Church End,2020-01,Playset,20
Barnet,Finchley Church End,2020-01,Teenage fiction,607
Barnet,Finchley Church End,2020-01,Teenage non fiction,149
Barnet,Golders Green,2020-01,Adult audiobook,18
Barnet,Golders Green,2020-01,Adult fiction,1431
Barnet,Golders Green,2020-01,Adult non fiction,795
Barnet,Golders Green,2020-01,Children's fiction,3569
Barnet,Golders Green,2020-01,Children's non fiction,242
Barnet,Golders Green,2020-01,Compact disc,10
Barnet,Golders Green,2020-01,DVD certificate 12,7
Barnet,Golders Green,2020-01,DVD certificate 15,7
Barnet,Golders Green,2020-01,DVD certificate PG,5
Barnet,Golders Green,2020-01,DVD certificate U,13
Barnet,Golders Green,2020-01,Language learning,3
Barnet,Golders Green,2020-01,Large print adult fiction,34
Barnet,Golders Green,2020-01,Large print adult non fiction,6
Barnet,Golders Green,2020-01,Music score,1
Barnet,Golders Green,2020-01,Teenage fiction,289
Barnet,Golders Green,2020-01,Teenage non fiction,47
Barnet,Hendon,2020-01,Adult audiobook,21
Barnet,Hendon,2020-01,Adult fiction,1201
Barnet,Hendon,2020-01,Adult non fiction,817
Barnet,Hendon,2020-01,Children's fiction,2669
Barnet,Hendon,2020-01,Children's non fiction,400
Barnet,Hendon,2020-01,Compact disc,3
Barnet,Hendon,2020-01,DVD certificate 12,4
Barnet,Hendon,2020-01,DVD certificate 15,4
Barnet,Hendon,2020-01,DVD certificate 18+,1
Barnet,Hendon,2020-01,DVD certificate PG,2
Barnet,Hendon,2020-01,DVD certificate U,5
Barnet,Hendon,2020-01,Language learning,5
Barnet,Hendon,2020-01,Large print adult fiction,18
Barnet,Hendon,2020-01,Large print adult non fiction,5
Barnet,Hendon,2020-01,Large print children's fiction,2
Barnet,Hendon,2020-01,Music score,2
Barnet,Hendon,2020-01,SLS Fiction,1
Barnet,Hendon,2020-01,Teenage fiction,186
Barnet,Hendon,2020-01,Teenage non fiction,79
Barnet,Home Library Service,2020-01,Adult audiobook,194
Barnet,Home Library Service,2020-01,Adult fiction,504
Barnet,Home Library Service,2020-01,Adult non fiction,234
Barnet,Home Library Service,2020-01,Barnet Book Club,1
Barnet,Home Library Service,2020-01,Children's fiction,20
Barnet,Home Library Service,2020-01,Compact disc,55
Barnet,Home Library Service,2020-01,DVD certificate 12,3
Barnet,Home Library Service,2020-01,DVD certificate 15,2
Barnet,Home Library Service,2020-01,DVD certificate PG,5
Barnet,Home Library Service,2020-01,DVD certificate U,2
Barnet,Home Library Service,2020-01,Large print adult fiction,1045
Barnet,Home Library Service,2020-01,Large print adult non fiction,30
Barnet,Home Library Service,2020-01,Teenage fiction,3
Barnet,Mill Hill,2020-01,Adult fiction,399
Barnet,Mill Hill,2020-01,Adult non fiction,225
Barnet,Mill Hill,2020-01,Children's fiction,966
Barnet,Mill Hill,2020-01,Children's non fiction,130
Barnet,Mill Hill,2020-01,DVD certificate U,8
Barnet,Mill Hill,2020-01,Large print adult fiction,17
Barnet,Mill Hill,2020-01,Playset,3
Barnet,Mill Hill,2020-01,Teenage fiction,35
Barnet,Mill Hill,2020-01,Teenage non fiction,20
Barnet,Mobile Library,2020-01,Adult audiobook,5
Barnet,Mobile Library,2020-01,Adult fiction,155
Barnet,Mobile Library,2020-01,Adult non fiction,76
Barnet,Mobile Library,2020-01,Children's fiction,623
Barnet,Mobile Library,2020-01,Children's non fiction,41
Barnet,Mobile Library,2020-01,DVD certificate 12,1
Barnet,Mobile Library,2020-01,DVD certificate U,4
Barnet,Mobile Library,2020-01,Language learning,1
Barnet,Mobile Library,2020-01,Large print adult fiction,27
Barnet,Mobile Library,2020-01,Teenage fiction,31
Barnet,Mobile Library,2020-01,Teenage non fiction,8
Barnet,New Barnet library,2020-01,Adult audiobook,36
Barnet,New Barnet library,2020-01,Adult fiction,655
Barnet,New Barnet library,2020-01,Adult non fiction,436
Barnet,New Barnet library,2020-01,Children's fiction,2090
Barnet,New Barnet library,2020-01,Children's non fiction,265
Barnet,New Barnet library,2020-01,Children's reference,1
Barnet,New Barnet library,2020-01,Compact disc,2
Barnet,New Barnet library,2020-01,DVD certificate 15,3
Barnet,New Barnet library,2020-01,DVD certificate PG,6
Barnet,New Barnet library,2020-01,DVD certificate U,12
Barnet,New Barnet library,2020-01,Language learning,1
Barnet,New Barnet library,2020-01,Large print adult fiction,31
Barnet,New Barnet library,2020-01,Teenage fiction,78
Barnet,New Barnet library,2020-01,Teenage non fiction,60
Barnet,North Finchley,2020-01,Adult audiobook,20
Barnet,North Finchley,2020-01,Adult fiction,1438
Barnet,North Finchley,2020-01,Adult non fiction,1104
Barnet,North Finchley,2020-01,Children's fiction,2895
Barnet,North Finchley,2020-01,Children's non fiction,248
Barnet,North Finchley,2020-01,Compact disc,7
Barnet,North Finchley,2020-01,DVD certificate 12,7
Barnet,North Finchley,2020-01,DVD certificate 15,4
Barnet,North Finchley,2020-01,DVD certificate 18+,1
Barnet,North Finchley,2020-01,DVD certificate PG,1
Barnet,North Finchley,2020-01,DVD certificate U,3
Barnet,North Finchley,2020-01,Language learning,2
Barnet,North Finchley,2020-01,Large print adult fiction,47
Barnet,North Finchley,2020-01,Large print adult non fiction,2
Barnet,North Finchley,2020-01,Large print children's fiction,1
Barnet,North Finchley,2020-01,Music score,9
Barnet,North Finchley,2020-01,Reference,1
Barnet,North Finchley,2020-01,Teenage fiction,137
Barnet,North Finchley,2020-01,Teenage non fiction,92
Barnet,Online,2020-01,eaudio,2563
Barnet,Online,2020-01,ebooks,3797
Barnet,Online,2020-01,ecomics,7
Barnet,Online,2020-01,emagazines and enewspapers,15099
Barnet,Osidge,2020-01,Adult audiobook,75
Barnet,Osidge,2020-01,Adult fiction,704
Barnet,Osidge,2020-01,Adult non fiction,665
Barnet,Osidge,2020-01,Children's fiction,1834
Barnet,Osidge,2020-01,Children's non fiction,188
Barnet,Osidge,2020-01,Compact disc,3
Barnet,Osidge,2020-01,DVD certificate 15,4
Barnet,Osidge,2020-01,DVD certificate 18+,1
Barnet,Osidge,2020-01,DVD certificate PG,4
Barnet,Osidge,2020-01,DVD certificate U,5
Barnet,Osidge,2020-01,Electronic devices,2
Barnet,Osidge,2020-01,Language learning,1
Barnet,Osidge,2020-01,Large print adult fiction,32
Barnet,Osidge,2020-01,Large print adult non fiction,1
Barnet,Osidge,2020-01,Music score,13
Barnet,Osidge,2020-01,Teenage fiction,98
Barnet,Osidge,2020-01,Teenage non fiction,102
Barnet,Schools Library Resources Service,2020-01,SLS Artefact,135
